"","ap_syndicated","collect_date","feeds","guid","language","media_id","media_name","media_url","processed_stories_id","publish_date","stories_id","title","url","word_count"
"11",FALSE,"2017-04-03 03:43:22.181334",NA,"http://ukranews.com/news/489220-v-ehkvadore-nachalys-massovye-besporyadky-posle-pobedy-lenyna-moreno","ru",40686,"ukranews2-uk","http://ukranews.com/uk/",899822837,"2017-04-03 03:19:00",603108456,"В Эквадоре начались массовые беспорядки после победы Ленина Морено","http://ukranews.com/news/489220-v-ehkvadore-nachalys-massovye-besporyadky-posle-pobedy-lenyna-moreno",NA
"12",FALSE,"2017-04-03 03:43:30.869250",NA,"http://ukranews.com/news/489220-v-ehkvadore-nachalys-massovye-besporyadky-posle-pobedy-lenyna-moreno","ru",40720,"ukranews2-ru","http://ukranews.com/ru/",899823266,"2017-04-03 03:19:00",603109716,"В Эквадоре начались массовые беспорядки после победы Ленина Морено","http://ukranews.com/news/489220-v-ehkvadore-nachalys-massovye-besporyadky-posle-pobedy-lenyna-moreno",NA
"13",FALSE,"2017-04-10 07:38:37.033021",NA,"http://www.euronews.com/2017/04/10/iran-warns-us-not-to-repeat-attack-on-syria","en",62220,"euronews.net","http://euronews.net/",904091338,"2017-04-10 06:00:03",606831330,"Iran warns US not to repeat attack on Syria","http://feedproxy.google.com/~r/euronews/en/home/~3/HzLddmdOQmk/iran-warns-us-not-to-repeat-attack-on-syria",NA
"14",FALSE,"2017-04-14 02:38:51.204054",NA,"http://www.euronews.com/2017/04/14/mexico-more-than-20-killed-in-fuel-tanker-bus-crash","en",62220,"euronews.net","http://euronews.net/",907203118,"2017-04-13 20:02:19",609057352,"Mexico: More than 20 killed in fuel tanker-bus crash","http://feedproxy.google.com/~r/euronews/en/home/~3/KTseW1EE5j0/mexico-more-than-20-killed-in-fuel-tanker-bus-crash",NA
"15",FALSE,"2017-04-14 02:39:17.898713",NA,"http://www.euronews.com/2017/04/14/mexico-more-than-20-killed-in-fuel-tanker-bus-crash","en",39637,"euronews-en","http://www.euronews.net/",907205261,"2017-04-13 20:02:19",609061218,"Mexico: More than 20 killed in fuel tanker-bus crash","http://feedproxy.google.com/~r/euronews/en/home/~3/KTseW1EE5j0/mexico-more-than-20-killed-in-fuel-tanker-bus-crash",NA
"16",FALSE,"2017-04-15 18:59:53.478438",NA,"http://heavy.com/?p=1437656","en",68329,"Heavy","http://www.heavy.com/#spider",907803173,"2017-04-15 18:30:45",609781368,"PHOTOS/VIDEOS: Violence Erupts at Berkeley Protests","http://heavy.com/news/2017/04/photosvideo-violence-berkeley-protests-riots-patriots-day/",NA
"17",FALSE,"2017-04-21 22:05:56.818500",NA,"http://www.enca.com/world/venezuela-death-toll-soars-to-20-in-weeks-of-protests","en",269285,"South Africa | eNCA","https://www.enca.com/south-africa",911235675,"2017-04-21 16:12:58",612862058,"eNCA | Venezuela death toll soars to 20 in weeks of protests","http://www.enca.com/world/venezuela-death-toll-soars-to-20-in-weeks-of-protests",NA
"18",FALSE,"2017-04-27 02:11:39.456517",NA,"http://pt.euronews.com/2017/04/27/venezuela-anuncia-saida-da-organizacao-de-estados-americanos-enquanto-protestos","pt",39425,"euronews-pt","http://pt.euronews.net/",914045385,"2017-04-26 20:13:29",615390921,"Venezuela anuncia saída da Organização de Estados Americanos enquanto protestos continuam nas ruas.","http://feedproxy.google.com/~r/euronews/pt/home/~3/n0Qjhm-9BvI/venezuela-anuncia-saida-da-organizacao-de-estados-americanos-enquanto-protestos",NA
"19",FALSE,"2017-04-27 02:41:56.985808",NA,"http://arabic.euronews.com/2017/04/27/venezuela-organization-of-american-states-withrawal","ar",39703,"euronews-ar","http://arabic.euronews.net/",914053822,"2017-04-27 00:35:07",615401347,"كراكاس تنسحب من منظمة الدول الامريكية بسبب تدخلات واشنطن","http://feedproxy.google.com/~r/euronews/ar/home/~3/BfQdGkoRyAU/venezuela-organization-of-american-states-withrawal",NA
"20",TRUE,"2017-04-28 18:30:59.364670",NA,"http://trendslatinos.com/photos-as-venezuela-says-it-will-leave-oas-citizens-continue-month-long-protest/","en",103657,"Alltop - Top Latino News","http://latino.alltop.com",915044692,"2017-04-28 16:20:29",616387935,"PHOTOS: As Venezuela Says It Will Leave OAS, Citizens Continue Month Long Protest","http://trendslatinos.com/photos-as-venezuela-says-it-will-leave-oas-citizens-continue-month-long-protest/",NA
"21",FALSE,"2017-05-05 02:08:45.919087",NA,"http://de.euronews.com/2017/05/05/uno-mitarbeiter-in-kolumbien-entfuehrt","de",39658,"euronews-de","http://de.euronews.net/",917953029,"2017-05-04 20:14:18",619357204,"UNO-Mitarbeiter in Kolumbien entführt","http://feedproxy.google.com/~r/euronews/de/home/~3/KTWSzrWlEhU/uno-mitarbeiter-in-kolumbien-entfuehrt",NA
"22",FALSE,"2017-05-06 00:18:58.399169",NA,"uno-mitarbeiter-kolumbien-entf%C3%BChrt-001418021.html","de",39598,"news-yahoo-de","http://de.nachrichten.yahoo.com/",918430476,"2017-05-04 20:14:18",619854292,"UNO-Mitarbeiter in Kolumbien entführt","https://de.nachrichten.yahoo.com/uno-mitarbeiter-kolumbien-entf%C3%BChrt-001418021.html",NA
"23",FALSE,"2017-05-09 21:25:43.551735",NA,"http://www.palestinechronicle.com/bill-to-declare-israel-a-jewish-state-returns-to-national-agenda/","en",41012,"palestinechronicle","http://palestinechronicle.com/",920348970,"2017-05-07 21:48:13",621724750,"Bill to Declare Israel a Jewish State Returns to National Agenda","http://www.palestinechronicle.com/bill-to-declare-israel-a-jewish-state-returns-to-national-agenda/",NA
"24",FALSE,"2017-05-11 05:08:51.086670",NA,"http://ru.euronews.com/2017/05/11/people-power-argentina-blocks-early-release-for-human-rights-criminals","ru",39386,"euronews-ru","http://ru.euronews.net/",921139740,"2017-05-11 03:22:51",622489434,"Закон о сокращении тюремных сроков для преступников против человечности. Аргентинцы сказали твердое ""нет""","http://feedproxy.google.com/~r/euronews/ru/home/~3/vhKLyC5avAM/people-power-argentina-blocks-early-release-for-human-rights-criminals",NA
"25",FALSE,"2017-06-01 23:56:10.520355",NA,"//24heures.ch/12399899","fr",39003,"24heures","http://www.24heures.ch/",932983305,"2017-06-01 23:12:00",634256159,"La Constitution sera soumise à référendum","http://24heures.ch/monde/ameriques/La-Constitution-sera-soumise-a-referendum/story/12399899",NA
"26",FALSE,"2017-06-01 23:59:27.788589",NA,"//lematin.ch/12399899","fr",41259,"lematin-CH","http://www.lematin.ch/",932983802,"2017-06-01 23:12:00",634261010,"La Constitution sera soumise à référendum","http://lematin.ch/monde/ameriques/La-Constitution-sera-soumise-a-referendum/story/12399899",NA
"27",FALSE,"2017-06-01 23:56:54.716312",NA,"//tdg.ch/12399899","fr",39903,"tdg","http://www.tdg.ch",932984158,"2017-06-01 23:12:00",634259653,"La Constitution sera soumise à référendum","http://tdg.ch/monde/ameriques/La-Constitution-sera-soumise-a-referendum/story/12399899",NA
"28",FALSE,"2017-06-10 07:29:16.221634",NA,"http://www.ceskatelevize.cz/ct24/svet/2147340-brazilsky-prezident-temer-uspel-u-nejvyssiho-volebniho-soudu","cs",40454,"ct24","http://www.ct24.cz/",937295063,"2017-06-10 07:29:15",640634455,"Brazilský prezident Temer uspěl u Nejvyššího volebního soudu","http://www.ceskatelevize.cz/ct24/svet/2147340-brazilsky-prezident-temer-uspel-u-nejvyssiho-volebniho-soudu",NA
"29",FALSE,"2017-06-10 07:29:04.600621",NA,"http://www.ceskatelevize.cz/ct24/svet/2147340-brazilsky-prezident-temer-uspel-u-nejvyssiho-volebniho-soudu","cs",42219,"ceskatelevize","http://www.ceskatelevize.cz/",937295124,"2017-06-10 07:29:03",640632612,"Brazilský prezident Temer uspěl u Nejvyššího volebního soudu","http://www.ceskatelevize.cz/ct24/svet/2147340-brazilsky-prezident-temer-uspel-u-nejvyssiho-volebniho-soudu",NA
"30",FALSE,"2017-06-12 00:50:29.218579",NA,"https://scroll.in/latest/840375/us-thousands-take-to-streets-for-lgbtq-rights-la-rally-turns-into-resist-march-against-trump?utm_source=rss&utm_medium=public","en",323198,"Scroll.in","http://feeds.feedburner.com/ScrollinArticles.rss",937989032,"2017-06-11 23:48:44",641237929,"US: Thousands take to streets for LGBTQ rights, LA rally turns into ‘Resist March’ against Trump","https://scroll.in/latest/840375/us-thousands-take-to-streets-for-lgbtq-rights-la-rally-turns-into-resist-march-against-trump?utm_source=rss&utm_medium=public",NA
"31",FALSE,"2017-06-12 00:52:03.890559",NA,"https://scroll.in/latest/840375/us-thousands-take-to-streets-for-lgbtq-rights-la-rally-turns-into-resist-march-against-trump?utm_source=rss&utm_medium=public","en",110253,"scroll.in","http://scroll.in/",937989033,"2017-06-11 23:48:44",641240713,"US: Thousands take to streets for LGBTQ rights, LA rally turns into ‘Resist March’ against Trump","https://scroll.in/latest/840375/us-thousands-take-to-streets-for-lgbtq-rights-la-rally-turns-into-resist-march-against-trump?utm_source=rss&utm_medium=public",NA
"32",FALSE,"2017-06-18 19:51:45.946618",NA,"http://www.hoylosangeles.com/hoyla-un-pap-con-sper-poderes-20170618-htmlstory.html","es",278486,"hoylosangeles.com","http://hoylosangeles.com/",941517229,"2017-06-18 18:27:00",644523903,"Un papá con súper poderes","http://www.hoylosangeles.com/hoyla-un-pap-con-sper-poderes-20170618-htmlstory.html",NA
"33",FALSE,"2017-06-19 16:49:05.434252",NA,"http://www.thenews.mx/mexico/videgaray-migration-at-the-forefront-for-oas/","en",207385,"thenews.com.mx","http://thenews.com.mx/",941991957,"2017-06-19 16:31:00",644971856,"Videgaray: Migration at the Forefront for OAS","http://www.thenews.mx/mexico/videgaray-migration-at-the-forefront-for-oas/",NA
"34",FALSE,"2017-06-26 20:53:26.414937",NA,"http://www.palestinechronicle.com/?p=30496","en",41012,"palestinechronicle","http://palestinechronicle.com/",945178611,"2017-06-26 14:11:17",648657395,"Israeli Opposition Leader Says Israeli Politics Fascist, US Peace Deal Will Fail","http://www.palestinechronicle.com/israeli-opposition-leader-says-israeli-politics-fascist-us-peace-deal-will-fail/",NA
"35",FALSE,"2017-07-06 15:21:40.810539",NA,"http://www.refinery29.com/2017/07/162223/frida-kahlo-birthday-google-mixup-rebecca-minkoff?utm_source=feed&utm_medium=rss","en",104698,"Refinery29","http://www.refinery29.com",950466380,"2017-07-07 15:00:00",653433292,"On Frida Kahlo&#x27;s Birthday, Google Is Showing A Picture Of... Someone Else?","http://www.refinery29.com/2017/07/162223/frida-kahlo-birthday-google-mixup-rebecca-minkoff?utm_source=feed&utm_medium=rss",NA
"36",FALSE,"2017-07-14 07:09:18.623283",NA,"http://www.euronews.com/2017/07/12/lula-conviction-divides-brazil","en",62220,"euronews.net","http://euronews.net/",955001577,"2017-07-12 16:35:08",657259779,"Lula conviction divides Brazil","http://feedproxy.google.com/~r/euronews/en/home/~3/Q_CYFVcEWyM/lula-conviction-divides-brazil",NA
"37",FALSE,"2017-07-24 11:12:02.602028",NA,"http://minci.gob.ve/?p=259852","es",144324,"minci.gob.ve","http://minci.gob.ve/",963350579,"2017-07-24 10:39:25",662770075,"TeleSUR celebra su 12 aniversario con el salto al formato HD","http://minci.gob.ve/2017/07/telesur-celebra-12-aniversario-salto-al-formato-hd/",NA
"38",FALSE,"2017-07-29 14:27:34.680894",NA,"http://ru.euronews.com/2017/07/29/uk-riots","ru",39386,"euronews-ru","http://ru.euronews.net/",967683361,"2017-07-29 12:38:17",665924017,"Родители Рашана Чарльза призывают прекратить беспорядки","http://feedproxy.google.com/~r/euronews/ru/home/~3/_6WSzi_NgS4/uk-riots",NA
"39",FALSE,"2017-08-01 00:26:40.616691",NA,"http://de.euronews.com/2017/08/01/venezuela-opposition-kampft-weiter-usa-sanktionen-maduro","de",39658,"euronews-de","http://de.euronews.net/",969546170,"2017-07-31 18:59:42",667134337,"Venezuela: Opposition kämpft weiter - USA verhängen Sanktionen","http://feedproxy.google.com/~r/euronews/de/home/~3/I5WdAJfMlms/venezuela-opposition-kampft-weiter-usa-sanktionen-maduro",NA
"40",FALSE,"2017-08-01 20:37:18.159671",NA,"http://www.thenews.mx/world/venezuela-vp-says-assembly-to-sit-within-hours/","en",207385,"thenews.com.mx","http://thenews.com.mx/",970237578,"2017-08-01 20:25:32",667664290,"Venezuela VP Says Assembly to Sit &#8216;Within Hours&#8217;","http://www.thenews.mx/world/venezuela-vp-says-assembly-to-sit-within-hours/",NA
"41",FALSE,"2017-08-04 13:16:47.810004",NA,"http://www.telesurtv.net/english/news/Venezuela-Swears-in-Constituent-Assembly-Members-20170803-0031.html","en",415932,"TeleSur","http://www.telesurtv.net/english/",972610096,"2017-08-03 19:15:00",669325594,"Venezuela Swears in Constituent Assembly Members","http://www.telesurtv.net/english/news/Venezuela-Swears-in-Constituent-Assembly-Members-20170803-0031.html",NA
"42",FALSE,"2017-08-04 19:51:08.041021",NA,"https://laradiodelsur.com.ve/?p=473344","es",323309,"laradiodelsur.com.ve","http://laradiodelsur.com.ve/",972812957,"2017-08-04 19:06:55",669476547,"Pueblo revolucionario colmó las calles en apoyo a la Asamblea Nacional Constituyente (+Fotos)","https://laradiodelsur.com.ve/2017/08/04/pueblo-revolucionario-colmo-las-calles-en-apoyo-a-la-asamblea-nacional-constituyente-fotos/",NA
"43",FALSE,"2017-08-11 12:45:49.001711",NA,"http://www.telesurtv.net/news/Impiden-a-250-refugiados-pasar-valla-de-Ceuta-20170811-0030.html","es",65890,"teleSUR","http://telesurtv.net/",977206633,"2017-08-11 12:45:47",672937248,"Impiden a 250 refugiados pasar valla de Ceuta","http://www.telesurtv.net/news/Impiden-a-250-refugiados-pasar-valla-de-Ceuta-20170811-0030.html",NA
"44",FALSE,"2017-09-10 20:12:42.685986",NA,"https://www.inquisitr.com/?p=4489105","en",26924,"Inquisitr","http://www.inquisitr.com",994708441,"2017-09-10 19:58:08",687951282,"Salvador Allende And The U.S.-Backed Coup On The Other 9/11","https://www.inquisitr.com/4489105/salvador-allende-and-the-u-s-backed-coup-on-the-other-911/",NA
"45",FALSE,"2017-09-12 22:54:46.017680",NA,"http://www.debate.com.mx//mundo/Exploraran-posible-reactivacion-del-dialogo-en-Venezuela--20170912-0372.html","es",183334,"debate.com.mx","http://debate.com.mx/",995967335,"2017-09-12 22:52:00",689064422,"Exploraran posible reactivación del diálogo en Venezuela ","http://www.debate.com.mx//mundo/Exploraran-posible-reactivacion-del-dialogo-en-Venezuela--20170912-0372.html",NA
"46",FALSE,"2017-09-15 23:30:44.873114",NA,"http://www.palestinechronicle.com/?p=31931","en",41012,"palestinechronicle","http://palestinechronicle.com/",998037572,"2017-09-15 16:24:06",690860045,"Protests and Pledges as Israeli PM Ends Mexico Visit with Offer to &#8216;Develop Central America&#8217;","http://www.palestinechronicle.com/protests-and-pledges-as-israeli-pm-ends-mexico-visit-with-offer-to-develop-central-america/",NA
"47",FALSE,"2017-09-16 16:35:11.624824",NA,"http://www.enca.com/world/more-protests-break-out-in-st-louis-after-acquittal-in-police-shooting","en",269285,"South Africa | eNCA","https://www.enca.com/south-africa",998362347,"2017-09-16 16:11:33",691172226,"eNCA | More protests break out in St. Louis after acquittal in police shooting","http://www.enca.com/world/more-protests-break-out-in-st-louis-after-acquittal-in-police-shooting",NA
"48",FALSE,"2017-09-19 10:05:33.748208",NA,"http://www.euronews.com/2017/09/19/hurricane-maria-takes-aim-at-french-islands","en",39637,"euronews-en","http://www.euronews.net/",1000343298,"2017-09-19 04:29:36",692627942,"Hurricane Maria takes aim at French islands","http://feedproxy.google.com/~r/euronews/en/home/~3/_XfR8YxtM3Y/hurricane-maria-takes-aim-at-french-islands",NA
"49",FALSE,"2017-09-19 10:05:36.249106",NA,"http://www.euronews.com/2017/09/19/hurricane-maria-takes-aim-at-french-islands","en",62220,"euronews.net","http://euronews.net/",1000346224,"2017-09-19 04:29:36",692628313,"Hurricane Maria takes aim at French islands","http://feedproxy.google.com/~r/euronews/en/home/~3/_XfR8YxtM3Y/hurricane-maria-takes-aim-at-french-islands",NA
"50",FALSE,"2017-09-22 14:37:59.560833",NA,"http://www.telesurtv.net/english/news/Cuba-to-UN-US-Doesnt-Have-Moral-Authority-to-Judge-Us-20170922-0014.html","en",415932,"TeleSur","http://www.telesurtv.net/english/",1002754032,"2017-09-22 13:31:00",694583758,"Cuba to UN: US Doesn’t Have Moral Authority to Judge Us","http://www.telesurtv.net/english/news/Cuba-to-UN-US-Doesnt-Have-Moral-Authority-to-Judge-Us-20170922-0014.html",NA
"51",FALSE,"2017-09-22 22:37:56.929139",NA,"//tdg.ch/23145036","fr",39903,"tdg","http://www.tdg.ch",1002955340,"2017-09-22 22:20:00",694772065,"Fusillade dans une favela de Rio: soldats déployés ","http://tdg.ch/monde/Fusillade-dans-une-favela-de-Rio-soldats-deployes-/story/23145036",NA
"52",FALSE,"2017-09-23 07:11:22.893821",NA,"http://www.lessentiel.lu/fr/news/monde/story/14925367","fr",40378,"lessentiel-lu-lb","http://www.lessentiel.lu/fr/",1003111130,"2017-09-23 06:11:47",694955082,"Au Brésil - «Personne ne reste dans la rue, la terreur règne»","http://www.lessentiel.lu/fr/news/monde/story/14925367",NA
"53",FALSE,"2017-08-26 05:31:55.835356",NA,"http://www.net-news-global.net/eintrag.php?id=542692","en",385516,"NET NEWS GLOBAL","http://www.net-news-global.de/",1004948586,"2017-08-26 04:21:32",680291410,"Countdown To War On Venezuela - Step II: Trump Imposes More Sanctions","http://www.moonofalabama.org/2017/08/countdown-to-war-on-venezuela-step-ii-trump-imposes-more-sanctions.html",NA
"54",FALSE,"2017-09-28 13:28:29",NA,"http://www.moonofalabama.org/2017/08/countdown-to-war-on-venezuela-step-ii-trump-imposes-more-sanctions.html#c6a00d8341c640e53ef01b7c9198db4970b","en",77224,"moonofalabama.org","http://www.moonofalabama.org/#spider",1005915471,"2017-08-25 10:21:00",697847004,"MoA - Countdown To War On Venezuela - Step II: Trump Imposes More Sanctions","http://www.moonofalabama.org/2017/08/countdown-to-war-on-venezuela-step-ii-trump-imposes-more-sanctions.html#c6a00d8341c640e53ef01b7c9198db4970b",NA
"55",FALSE,"2017-09-29 03:38:38.678251",NA,"http://de.euronews.com/2017/09/29/haiti-proteste-gegen-steuerreformen-gehen-weiter","de",39658,"euronews-de","http://de.euronews.net/",1007343069,"2017-09-29 01:13:34",698168661,"Haiti: Proteste gegen Steuerreformen gehen weiter","http://feedproxy.google.com/~r/euronews/de/home/~3/nLN7zrisrWE/haiti-proteste-gegen-steuerreformen-gehen-weiter",NA
"56",FALSE,"2017-10-01 20:06:25.795708",NA,"http://www.enca.com/world/independence-wins-with-90-percent-of-votes-in-catalonia","en",269285,"South Africa | eNCA","https://www.enca.com/south-africa",1009347569,"2017-10-01 19:22:26",699426252,"eNCA | Independence wins with 90 percent of votes in Catalonia ","http://www.enca.com/world/independence-wins-with-90-percent-of-votes-in-catalonia",NA
"57",FALSE,"2017-10-01 21:06:15.683729",NA,"http://www.enca.com/world/egyptian-officials-in-gaza-ahead-of-palestinian-unity-talks","en",269285,"South Africa | eNCA","https://www.enca.com/south-africa",1009370401,"2017-10-01 20:35:40",699438933,"eNCA | Egyptian officials in Gaza ahead of Palestinian unity talks","http://www.enca.com/world/egyptian-officials-in-gaza-ahead-of-palestinian-unity-talks",NA
"58",FALSE,"2017-10-06 23:58:55.338631",NA,"http://www.telesurtv.net/english/news/Abby-Martin-Responds-to-Attacks-From-Pro-Israel-Organizations-20171006-0029.html","en",415932,"TeleSur","http://www.telesurtv.net/english/",1014907258,"2017-10-06 22:03:00",702397439,"Abby Martin Responds to Attacks From Pro-Israel Organizations","http://www.telesurtv.net/english/news/Abby-Martin-Responds-to-Attacks-From-Pro-Israel-Organizations-20171006-0029.html",NA
"59",FALSE,"2017-10-16 02:32:43.337635",NA,"http://archive.is/iNij1","en",68578,"archive.is","http://archive.is/#spider",1020323721,"2017-10-16 02:31:19",706961814,"teleSUR English - President Nicolás Maduro speaks after an... | Facebook","http://archive.is/iNij1",NA
"60",FALSE,"2017-10-17 07:39:38.557649",NA,"maduros-socialist-party-wins-venezuelas-regional-polls","en",105253,"newsclick.in","http://newsclick.in/#spider",1021019340,"2017-10-17 07:39:37",707639241,"Maduro's Socialist Party Wins Venezuela's Regional Polls","http://newsclick.in/maduros-socialist-party-wins-venezuelas-regional-polls",NA
"61",FALSE,"2017-10-18 18:31:21.149404",NA,"http://www.net-news-global.net/eintrag.php?id=546554","en",385516,"NET NEWS GLOBAL","http://www.net-news-global.de/",1022068701,"2017-10-18 18:28:57",708538129,"Empire Files: After Hurricane Harvey, Abandoned Community Takes Charge","https://www.youtube.com/watch?v=i_LmCOh-nm8",NA
"62",FALSE,"2017-10-19 13:34:16.963543",NA,"https://sputniknews.com/latam/201710191058377737-argentina-maldonado-river-body/","en",41956,"ruvr-ur","http://urdu.ruvr.ru/",1022611324,"2017-10-19 13:12:00",708982324,"'Too Shady': Body Thought to Be Missing Activist Found Ahead of Argentina Vote","https://sputniknews.com/latam/201710191058377737-argentina-maldonado-river-body/",NA
"63",FALSE,"2017-10-19 13:34:37.015216",NA,"https://sputniknews.com/latam/201710191058377737-argentina-maldonado-river-body/","en",67506,"en.ria.ru","http://en.ria.ru/#spider",1022613162,"2017-10-19 13:12:00",708985748,"'Too Shady': Body Thought to Be Missing Activist Found Ahead of Argentina Vote","https://sputniknews.com/latam/201710191058377737-argentina-maldonado-river-body/",NA
"64",FALSE,"2017-10-19 13:34:21.403309",NA,"https://sputniknews.com/latam/201710191058377737-argentina-maldonado-river-body/","en",41993,"ruvr-sv","http://swedish.ruvr.ru/",1022613789,"2017-10-19 13:12:00",708983017,"'Too Shady': Body Thought to Be Missing Activist Found Ahead of Argentina Vote","https://sputniknews.com/latam/201710191058377737-argentina-maldonado-river-body/",NA
"65",FALSE,"2017-10-19 13:34:42.871464",NA,"https://sputniknews.com/latam/201710191058377737-argentina-maldonado-river-body/","en",38704,"ruvr-fi","http://finnish.ruvr.ru/",1022616506,"2017-10-19 13:12:00",708986633,"'Too Shady': Body Thought to Be Missing Activist Found Ahead of Argentina Vote","https://sputniknews.com/latam/201710191058377737-argentina-maldonado-river-body/",NA
"66",FALSE,"2017-10-19 13:34:56.259926",NA,"https://sputniknews.com/latam/201710191058377737-argentina-maldonado-river-body/","en",42092,"ruvr-no","http://norwegian.ruvr.ru/",1022617182,"2017-10-19 13:12:00",708988821,"'Too Shady': Body Thought to Be Missing Activist Found Ahead of Argentina Vote","https://sputniknews.com/latam/201710191058377737-argentina-maldonado-river-body/",NA
"67",FALSE,"2017-10-23 02:58:37.880081",NA,"http://www.telesurtv.net/news/Por-que-teleSUR-en-ingles-20140723-0061.html","es",65890,"teleSUR","http://telesurtv.net/",1024186495,"2017-10-23 02:58:35",710524812,"¿Por qué teleSUR en inglés?","http://www.telesurtv.net/news/Por-que-teleSUR-en-ingles-20140723-0061.html",NA
"68",FALSE,"2017-10-24 02:54:34.513522",NA,"https://itsgoingdown.org/anti-colonial-unsettle150-actions-across-canada/","en",300738,"itsgoingdown.org","http://itsgoingdown.org/",1025146545,"2017-07-01 18:58:51",712076826,"Anti-Colonial #Unsettle150 Actions Across Canada","https://itsgoingdown.org/anti-colonial-unsettle150-actions-across-canada/",NA
"69",FALSE,"2017-10-24 02:42:39.687940",NA,"http://www.joemygod.com/2017/09/19/7-1-magnitude-earthquake-jolts-mexico-city/","en",278844,"joemygod.com","http://joemygod.com/",1026892558,"2017-09-19 15:50:58",712037411,"7.1 Magnitude Earthquake Jolts Mexico City","http://www.joemygod.com/2017/09/19/7-1-magnitude-earthquake-jolts-mexico-city/",NA
