"id","is_orig","expanded","date","account.url","account.name","account.handle","account.subscriberCount","account.id","account.platform","account.platformId","account.verified"
63060277846,FALSE,"https://goo.gl/XWfYDF.","2017-09-16 11:49:10","https://www.facebook.com/groups/308103259366100","Americans Against  Genocide In Gaza (AAGG)",NA,27739,7639447,"Facebook","308103259366100",FALSE
63060277846,TRUE,"http://www.palestinechronicle.com/protests-and-pledges-as-israeli-pm-ends-mexico-visit-with-offer-to-develop-central-america","2017-09-16 11:49:10","https://www.facebook.com/groups/308103259366100","Americans Against  Genocide In Gaza (AAGG)",NA,27739,7639447,"Facebook","308103259366100",FALSE
79041280171,FALSE,"https://www.telesurtv.net/english/news/Cuba-to-UN-US-Doesnt-Have-Moral-Authority-to-Judge-Us-20170922-0014.html","2017-09-24 09:48:14","https://www.facebook.com/groups/363413033856583","Forum for African Affairs",NA,11672,8521467,"Facebook","363413033856583",FALSE
77397667924,FALSE,"https://www.telesurtv.net/english/news/Cuba-to-UN-US-Doesnt-Have-Moral-Authority-to-Judge-Us-20170922-0014.html","2017-09-23 13:25:19","https://www.facebook.com/groups/22339793040","The Young Lords",NA,4605,7869005,"Facebook","22339793040",FALSE
17014722520,FALSE,"https://www.telesurtv.net/english/news/Cuba-to-UN-US-Doesnt-Have-Moral-Authority-to-Judge-Us-20170922-0014.html","2017-09-23 06:37:54","https://www.facebook.com/1400548026936492","Embassy of Cuba in South Africa","EmbassyOfCubaInSouthAfrica",11996,2181624,"Facebook","1400548026936492",FALSE
16998051734,FALSE,"https://www.telesurtv.net/english/news/Cuba-to-UN-US-Doesnt-Have-Moral-Authority-to-Judge-Us-20170922-0014.html","2017-09-22 19:14:09","https://www.facebook.com/479681268841947","teleSUR English","teleSUREnglish",645745,220865,"Facebook","479681268841947",FALSE
77403991174,TRUE,"http://www.moonofalabama.org/2017/08/countdown-to-war-on-venezuela-step-ii-trump-imposes-more-sanctions.html","2017-08-26 19:16:16","https://www.facebook.com/groups/306252806206680","Alternative Politics International",NA,1512,8995170,"Facebook","306252806206680",FALSE
81647453757,FALSE,"http://www.moonofalabama.org/2017/08/countdown-to-war-on-venezuela-step-ii-trump-imposes-more-sanctions.html#comments","2017-08-25 19:53:58","https://www.facebook.com/groups/1722717411299460","American Digital News Group",NA,427,10134913,"Facebook","1722717411299460",FALSE
79785829517,FALSE,"http://bit.ly/2yOulHs","2017-10-12 05:29:47","https://www.facebook.com/groups/222998117862073","MSNBC{News Junkies}",NA,5920,8533881,"Facebook","222998117862073",FALSE
79785829517,FALSE,"https://www.telesurtv.net/english/news/Abby-Martin-Responds-to-Attacks-From-Pro-Israel-Organizations-20171006-0029.html","2017-10-12 05:29:47","https://www.facebook.com/groups/222998117862073","MSNBC{News Junkies}",NA,5920,8533881,"Facebook","222998117862073",FALSE
74894158478,FALSE,"http://bit.ly/2yOulHs","2017-10-12 05:29:14","https://www.facebook.com/groups/1218921664854579","#RPM: {Revolutionary Progressive Movement}*",NA,614,8550635,"Facebook","1218921664854579",FALSE
74894158478,FALSE,"https://www.telesurtv.net/english/news/Abby-Martin-Responds-to-Attacks-From-Pro-Israel-Organizations-20171006-0029.html","2017-10-12 05:29:14","https://www.facebook.com/groups/1218921664854579","#RPM: {Revolutionary Progressive Movement}*",NA,614,8550635,"Facebook","1218921664854579",FALSE
74220397446,FALSE,"http://bit.ly/2yOulHs","2017-10-10 09:19:08","https://www.facebook.com/groups/1517315511912474","Middle East Understanding ( MEU )",NA,3922,7877538,"Facebook","1517315511912474",FALSE
74220397446,FALSE,"https://www.telesurtv.net/english/news/Abby-Martin-Responds-to-Attacks-From-Pro-Israel-Organizations-20171006-0029.html","2017-10-10 09:19:08","https://www.facebook.com/groups/1517315511912474","Middle East Understanding ( MEU )",NA,3922,7877538,"Facebook","1517315511912474",FALSE
77504252644,FALSE,"https://www.telesurtv.net/english/news/Abby-Martin-Responds-to-Attacks-From-Pro-Israel-Organizations-20171006-0029.html","2017-10-09 12:53:26","https://www.facebook.com/groups/1013700935340771","PROGRESSIVES IN ACTION",NA,3507,7849332,"Facebook","1013700935340771",FALSE
77246512815,FALSE,"http://bit.ly/2yOulHs","2017-10-09 07:15:45","https://www.facebook.com/groups/1603334276582240","Conscious Media",NA,4112,8117036,"Facebook","1603334276582240",FALSE
77246512815,FALSE,"https://www.telesurtv.net/english/news/Abby-Martin-Responds-to-Attacks-From-Pro-Israel-Organizations-20171006-0029.html","2017-10-09 07:15:45","https://www.facebook.com/groups/1603334276582240","Conscious Media",NA,4112,8117036,"Facebook","1603334276582240",FALSE
17937153831,FALSE,"https://www.telesurtv.net/english/news/Abby-Martin-Responds-to-Attacks-From-Pro-Israel-Organizations-20171006-0029.html","2017-10-08 23:15:36","https://www.facebook.com/224579920995628","Abby Martin","JournalistAbbyMartin",197268,1943416,"Facebook","224579920995628",FALSE
84078099700,FALSE,"https://www.telesurtv.net/english/news/Abby-Martin-Responds-to-Attacks-From-Pro-Israel-Organizations-20171006-0029.html","2017-10-08 22:54:17","https://www.facebook.com/groups/156299261071198","{CBS2/KCAL9} Viewer's Alliance",NA,1626,10729930,"Facebook","156299261071198",FALSE
84057755402,FALSE,"https://www.telesurtv.net/english/news/Abby-Martin-Responds-to-Attacks-From-Pro-Israel-Organizations-20171006-0029.html","2017-10-08 22:54:03","https://www.facebook.com/groups/38402364131","STUDIO 11, Good Day LA, & America's News Headquarters Coalition",NA,717,10703427,"Facebook","38402364131",FALSE
62174958187,FALSE,"https://www.telesurtv.net/english/news/Abby-Martin-Responds-to-Attacks-From-Pro-Israel-Organizations-20171006-0029.html","2017-10-08 22:53:45","https://www.facebook.com/groups/475662029147465","ABC7 Eyewitness Viewers",NA,26132,7641227,"Facebook","475662029147465",FALSE
79785834872,FALSE,"https://www.telesurtv.net/english/news/Abby-Martin-Responds-to-Attacks-From-Pro-Israel-Organizations-20171006-0029.html","2017-10-08 22:53:11","https://www.facebook.com/groups/222998117862073","MSNBC{News Junkies}",NA,5920,8533881,"Facebook","222998117862073",FALSE
74894158494,FALSE,"https://www.telesurtv.net/english/news/Abby-Martin-Responds-to-Attacks-From-Pro-Israel-Organizations-20171006-0029.html","2017-10-08 22:52:37","https://www.facebook.com/groups/1218921664854579","#RPM: {Revolutionary Progressive Movement}*",NA,614,8550635,"Facebook","1218921664854579",FALSE
76045145912,FALSE,"https://www.telesurtv.net/english/news/Abby-Martin-Responds-to-Attacks-From-Pro-Israel-Organizations-20171006-0029.html","2017-10-08 20:47:34","https://www.facebook.com/groups/291271990942858","The Palestinian Refugees / اللاجئون الفلسطينيون",NA,97,8994605,"Facebook","291271990942858",FALSE
17937080984,FALSE,"https://www.telesurtv.net/english/news/Abby-Martin-Responds-to-Attacks-From-Pro-Israel-Organizations-20171006-0029.html","2017-10-08 11:35:34","https://www.facebook.com/183886825420","Justice, Equality, and Rights","Justiceequalityandrights",63195,788948,"Facebook","183886825420",FALSE
17692434904,FALSE,"https://www.telesurtv.net/english/news/Abby-Martin-Responds-to-Attacks-From-Pro-Israel-Organizations-20171006-0029.html","2017-10-08 11:13:04","https://www.facebook.com/193531139517","Viva Palestina Malaysia","vivapalestinamalaysia",387656,936729,"Facebook","193531139517",FALSE
44193288412,FALSE,"https://www.telesurenglish.net/news/Abby-Martin-Responds-to-Attacks-From-Pro-Israel-Organizations-20171006-0029.html","2017-10-08 08:18:43","https://www.facebook.com/314338105705661","Palestine Lobby","Palestinelobby",6638,5167814,"Facebook","314338105705661",FALSE
76268461008,FALSE,"https://www.telesurtv.net/english/news/Abby-Martin-Responds-to-Attacks-From-Pro-Israel-Organizations-20171006-0029.html","2017-10-08 06:54:44","https://www.facebook.com/groups/99737609510","Fight Israeli Propaganda",NA,1363,8994493,"Facebook","99737609510",FALSE
35194822824,FALSE,"https://www.telesurtv.net/english/news/Abby-Martin-Responds-to-Attacks-From-Pro-Israel-Organizations-20171006-0029.html","2017-10-08 04:53:23","https://www.facebook.com/592382440933782","Canadian Solidarity with Palestine",NA,2370,3881183,"Facebook","592382440933782",FALSE
76846700811,FALSE,"https://www.telesurenglish.net","2017-10-08 00:31:12","https://www.facebook.com/1412453245720273","The Party for Socialism and Liberation - Florida","PartyforSocialismandLiberationFlorida",2934,9155191,"Facebook","1412453245720273",FALSE
77936337985,FALSE,"https://www.telesurtv.net/english/news/Abby-Martin-Responds-to-Attacks-From-Pro-Israel-Organizations-20171006-0029.html","2017-10-07 23:56:36","https://www.facebook.com/groups/780384712000072","Light of support for the people of Gaza",NA,5902,8117929,"Facebook","780384712000072",FALSE
17678350753,FALSE,"https://www.telesurtv.net/english/news/Abby-Martin-Responds-to-Attacks-From-Pro-Israel-Organizations-20171006-0029.html","2017-10-07 20:26:24","https://www.facebook.com/119304154785788","Media Roots","MediaRootsNews",25078,287923,"Facebook","119304154785788",FALSE
17683204272,FALSE,"https://www.telesurtv.net/english/news/Abby-Martin-Responds-to-Attacks-From-Pro-Israel-Organizations-20171006-0029.html","2017-10-07 20:26:07","https://www.facebook.com/1083558351672112","The Empire Files","TheEmpireFiles",56182,1210676,"Facebook","1083558351672112",FALSE
17682400126,FALSE,"https://www.telesurtv.net/english/news/Abby-Martin-Responds-to-Attacks-From-Pro-Israel-Organizations-20171006-0029.html","2017-10-07 20:25:57","https://www.facebook.com/224579920995628","Abby Martin","JournalistAbbyMartin",197268,1943416,"Facebook","224579920995628",FALSE
17677322010,FALSE,"https://www.telesurtv.net/english/news/Abby-Martin-Responds-to-Attacks-From-Pro-Israel-Organizations-20171006-0029.html","2017-10-07 19:40:19","https://www.facebook.com/157119548377","FREE PALESTINE","FreePalestine2016",87859,795912,"Facebook","157119548377",FALSE
74888882966,FALSE,"https://www.telesurtv.net/english/news/Abby-Martin-Responds-to-Attacks-From-Pro-Israel-Organizations-20171006-0029.html","2017-10-07 11:25:56","https://www.facebook.com/groups/1071027692917703","Days of Destruction Days of Revolt",NA,17213,7844587,"Facebook","1071027692917703",FALSE
17661881435,FALSE,"https://www.telesurtv.net/english/news/Abby-Martin-Responds-to-Attacks-From-Pro-Israel-Organizations-20171006-0029.html","2017-10-07 11:00:00","https://www.facebook.com/479681268841947","teleSUR English","teleSUREnglish",645745,220865,"Facebook","479681268841947",FALSE
62526409902,FALSE,"https://www.telesurtv.net/english/news/Abby-Martin-Responds-to-Attacks-From-Pro-Israel-Organizations-20171006-0029.html","2017-10-07 03:48:06","https://www.facebook.com/groups/143637135649613","Palestinian American Congress / USA الكونغرس الفلسطيني الامريكي - امريكا",NA,12433,7655640,"Facebook","143637135649613",FALSE
46552175607,TRUE,"https://www.youtube.com/watch?v=i_LmCOh-nm8","2017-10-20 01:23:18","https://www.facebook.com/159881987362799","Call to Change","Call2Change",18039,5471668,"Facebook","159881987362799",FALSE
82206112644,TRUE,"https://sputniknews.com/latam/201710191058377737-argentina-maldonado-river-body","2017-10-19 21:45:04","https://www.facebook.com/groups/1337270482953501","Political Voice From Around The World",NA,1708,10131959,"Facebook","1337270482953501",FALSE
18271042244,TRUE,"https://sputniknews.com/latam/201710191058377737-argentina-maldonado-river-body","2017-10-19 17:20:26","https://www.facebook.com/357990416180","Sputnik","SputnikNews",1275104,65895,"Facebook","357990416180",TRUE
79301549711,FALSE,"https://m.facebook.com/story.php?story_fbid=1500283413370910&id=1146656498733605","2017-07-03 13:16:08","https://www.facebook.com/groups/453702748027709","Idle No More - OFFICIAL",NA,57924,8317662,"Facebook","453702748027709",FALSE
79301549711,TRUE,"https://itsgoingdown.org/anti-colonial-unsettle150-actions-across-canada","2017-07-03 13:16:08","https://www.facebook.com/groups/453702748027709","Idle No More - OFFICIAL",NA,57924,8317662,"Facebook","453702748027709",FALSE
79260401138,TRUE,"https://itsgoingdown.org/anti-colonial-unsettle150-actions-across-canada","2017-07-03 13:15:10","https://www.facebook.com/297319670388263","Idle No More - Kingston, ON/Katarokwi","IdleNoMoreKingstonON",1463,9967195,"Facebook","297319670388263",FALSE
12819633580,TRUE,"https://itsgoingdown.org/anti-colonial-unsettle150-actions-across-canada","2017-07-02 10:00:00","https://www.facebook.com/485088638179751","Enough 14","enough14",39894,2056133,"Facebook","485088638179751",FALSE
87867550763,TRUE,"https://itsgoingdown.org/anti-colonial-unsettle150-actions-across-canada","2017-07-02 03:05:10","https://www.facebook.com/399881616791282","Eviction Free San Francisco","EvictionFreeSummer",4166,11170457,"Facebook","399881616791282",FALSE
84163025681,TRUE,"https://itsgoingdown.org/anti-colonial-unsettle150-actions-across-canada","2017-07-01 23:53:05","https://www.facebook.com/234381573645386","Anonymous Indigenous Unit","AnonymousIndigenousUnit",12009,10755324,"Facebook","234381573645386",FALSE
14878109927,TRUE,"https://itsgoingdown.org/anti-colonial-unsettle150-actions-across-canada","2017-07-01 23:26:00","https://www.facebook.com/1146656498733605","It's Going Down","IGDnews",29248,2221673,"Facebook","1146656498733605",FALSE
16856316181,TRUE,"http://www.joemygod.com/2017/09/19/7-1-magnitude-earthquake-jolts-mexico-city","2017-09-19 19:51:31","https://www.facebook.com/163121917034901","JoeMyGod","JoeMyGodLGBT",33038,53089,"Facebook","163121917034901",FALSE
9298125652,TRUE,"http://thefederalistpapers.org/us/2-photos-sum-up-the-difference-between-capitalism-and-socialism","2017-04-17 18:09:38","https://www.facebook.com/107705785934333","The Federalist Papers","TheFederalistPapers",2445575,331780,"Facebook","107705785934333",TRUE
77513795291,TRUE,"https://itsgoingdown.org/haiti-ungovernable-will-burn-parliament","2017-10-31 17:50:28","https://www.facebook.com/groups/110670526057725","Standing Up for Mother Earth",NA,1086,8997475,"Facebook","110670526057725",FALSE
18810132455,TRUE,"https://itsgoingdown.org/haiti-ungovernable-will-burn-parliament","2017-10-30 17:22:25","https://www.facebook.com/110187279004054","Rising Tide North America","risingtidenorthamerica",30136,13788,"Facebook","110187279004054",FALSE
18783627233,TRUE,"https://itsgoingdown.org/haiti-ungovernable-will-burn-parliament","2017-10-30 07:00:00","https://www.facebook.com/485088638179751","Enough 14","enough14",39894,2056133,"Facebook","485088638179751",FALSE
50517421471,TRUE,"https://itsgoingdown.org/haiti-ungovernable-will-burn-parliament","2017-10-29 20:55:39","https://www.facebook.com/groups/1642832329313216","United for Bernie Sanders Ideas",NA,17209,6154191,"Facebook","1642832329313216",FALSE
96369761224,TRUE,"https://itsgoingdown.org/haiti-ungovernable-will-burn-parliament","2017-10-29 01:49:08","https://www.facebook.com/607852479358812","Black Lives Matter-NJ","NJ.BLM",4328,11619519,"Facebook","607852479358812",FALSE
46606552862,TRUE,"https://itsgoingdown.org/haiti-ungovernable-will-burn-parliament","2017-10-28 00:58:47","https://www.facebook.com/482121495131420","First of May Anarchist Alliance","1MayAA",5709,5479135,"Facebook","482121495131420",FALSE
18692162904,TRUE,"https://itsgoingdown.org/haiti-ungovernable-will-burn-parliament","2017-10-28 00:49:24","https://www.facebook.com/1146656498733605","It's Going Down","IGDnews",29248,2221673,"Facebook","1146656498733605",FALSE
20220522179,FALSE,"https://www.telesurtv.net/english/news/Argentines-Attend-Wake-of-Disappeared-Santiago-Maldonado-20171125-0017.html","2017-11-26 00:00:01","https://www.facebook.com/479681268841947","teleSUR English","teleSUREnglish",645745,220865,"Facebook","479681268841947",FALSE
20227325593,TRUE,"http://www.enca.com/world/cuba-honours-fidel-castro-one-year-after-his-death","2017-11-26 05:21:11","https://www.facebook.com/1709284175974148","Etvnewssa","etvNewsSA",162340,2019644,"Facebook","1709284175974148",FALSE
20897583975,TRUE,"http://www.palestinechronicle.com/un-condemn-trumps-decision-to-recognize-jerusalem-as-capital-of-israel","2017-12-08 22:39:34","https://www.facebook.com/302592203117857","The Palestine Chronicle","palestinechronicle",24663,41715,"Facebook","302592203117857",FALSE
21320620990,FALSE,"http://www.upmedia.mg/news_info.php?SerialNo=31416?=fb+","2017-12-18 07:00:00","https://www.facebook.com/286603368359862","上報","UPMEDIA.MG",203509,1868360,"Facebook","286603368359862",TRUE
21320620990,FALSE,"http://www.upmedia.mg/news_info.php?SerialNo=30930?=fb+","2017-12-18 07:00:00","https://www.facebook.com/286603368359862","上報","UPMEDIA.MG",203509,1868360,"Facebook","286603368359862",TRUE
21320620990,FALSE,"http://www.upmedia.mg/news_info.php?SerialNo=31151?=fb+","2017-12-18 07:00:00","https://www.facebook.com/286603368359862","上報","UPMEDIA.MG",203509,1868360,"Facebook","286603368359862",TRUE
21320620990,FALSE,"http://www.upmedia.mg/news_info.php?SerialNo=31373?=fb","2017-12-18 07:00:00","https://www.facebook.com/286603368359862","上報","UPMEDIA.MG",203509,1868360,"Facebook","286603368359862",TRUE
85348449120,FALSE,"https://www.facebook.com/apppc.tw","2017-12-18 06:50:19","https://www.facebook.com/groups/958890777482003","民主反共救世軍",NA,1348,11033504,"Facebook","958890777482003",FALSE
85348449120,FALSE,"http://www.upmedia.mg/news_info.php?SerialNo=31293","2017-12-18 06:50:19","https://www.facebook.com/groups/958890777482003","民主反共救世軍",NA,1348,11033504,"Facebook","958890777482003",FALSE
85342780429,FALSE,"https://www.facebook.com/apppc.tw","2017-12-18 06:50:08","https://www.facebook.com/groups/687352667994521","台灣獨立革命軍:台獨軍/TIRA:Taiwan Independence Revolutionary Army",NA,4031,11064986,"Facebook","687352667994521",FALSE
85342780429,FALSE,"http://www.upmedia.mg/news_info.php?SerialNo=31293","2017-12-18 06:50:08","https://www.facebook.com/groups/687352667994521","台灣獨立革命軍:台獨軍/TIRA:Taiwan Independence Revolutionary Army",NA,4031,11064986,"Facebook","687352667994521",FALSE
21320188437,FALSE,"http://www.upmedia.mg/news_info.php?SerialNo=31421?=fb","2017-12-18 06:30:01","https://www.facebook.com/286603368359862","上報","UPMEDIA.MG",203509,1868360,"Facebook","286603368359862",TRUE
77687984933,FALSE,"http://www.upmedia.mg/news_info.php?SerialNo=31408","2017-12-18 06:29:41","https://www.facebook.com/groups/449840971802473","爐石戰記: 魔獸英雄傳",NA,38288,8689462,"Facebook","449840971802473",FALSE
73049609514,FALSE,"https://www.upmedia.mg/news_info.php?SerialNo=26556?%3Dfb","2017-12-18 06:26:29","https://www.facebook.com/889779031084638","Connexu","connexu.com.tw",105930,8542229,"Facebook","889779031084638",FALSE
73049609514,FALSE,"https://www.facebook.com/UPMEDIA.MG/videos/578585282495001","2017-12-18 06:26:29","https://www.facebook.com/889779031084638","Connexu","connexu.com.tw",105930,8542229,"Facebook","889779031084638",FALSE
21319874104,FALSE,"http://www.upmedia.mg/news_info.php?SerialNo=19145?=fb+","2017-12-18 06:15:00","https://www.facebook.com/286603368359862","上報","UPMEDIA.MG",203509,1868360,"Facebook","286603368359862",TRUE
21319874104,FALSE,"http://www.upmedia.mg/news_info.php?SerialNo=31435?=fb","2017-12-18 06:15:00","https://www.facebook.com/286603368359862","上報","UPMEDIA.MG",203509,1868360,"Facebook","286603368359862",TRUE
74229560953,FALSE,"https://www.facebook.com/apppc.tw","2017-12-18 06:10:37","https://www.facebook.com/groups/799808513425424","台灣ing 陣線★智慧台獨、打蛇打七寸台獨、潛水艇前進台獨、全方位台獨、服務性台獨前線",NA,1187,8688272,"Facebook","799808513425424",FALSE
74229560953,FALSE,"http://www.upmedia.mg/news_info.php?SerialNo=31293","2017-12-18 06:10:37","https://www.facebook.com/groups/799808513425424","台灣ing 陣線★智慧台獨、打蛇打七寸台獨、潛水艇前進台獨、全方位台獨、服務性台獨前線",NA,1187,8688272,"Facebook","799808513425424",FALSE
21319874105,FALSE,"http://www.upmedia.mg/news_info.php?SerialNo=29613?=fb+","2017-12-18 06:00:01","https://www.facebook.com/286603368359862","上報","UPMEDIA.MG",203509,1868360,"Facebook","286603368359862",TRUE
21319874105,FALSE,"http://www.upmedia.mg/news_info.php?SerialNo=28659?=fb+","2017-12-18 06:00:01","https://www.facebook.com/286603368359862","上報","UPMEDIA.MG",203509,1868360,"Facebook","286603368359862",TRUE
21319874105,FALSE,"http://www.upmedia.mg/news_info.php?SerialNo=31179?=fb","2017-12-18 06:00:01","https://www.facebook.com/286603368359862","上報","UPMEDIA.MG",203509,1868360,"Facebook","286603368359862",TRUE
21319589584,FALSE,"http://www.upmedia.mg/news_info.php?SerialNo=26556?=fb","2017-12-18 05:45:00","https://www.facebook.com/286603368359862","上報","UPMEDIA.MG",203509,1868360,"Facebook","286603368359862",TRUE
21319589584,FALSE,"https://www.facebook.com/UPMEDIA.MG/videos/578585282495001","2017-12-18 05:45:00","https://www.facebook.com/286603368359862","上報","UPMEDIA.MG",203509,1868360,"Facebook","286603368359862",TRUE
21319368719,FALSE,"http://www.upmedia.mg/news_info.php?SerialNo=31418","2017-12-18 05:30:00","https://www.facebook.com/286603368359862","上報","UPMEDIA.MG",203509,1868360,"Facebook","286603368359862",TRUE
21319138069,FALSE,"http://www.upmedia.mg/news_info.php?SerialNo=28232?=fb+","2017-12-18 05:15:15","https://www.facebook.com/286603368359862","上報","UPMEDIA.MG",203509,1868360,"Facebook","286603368359862",TRUE
21319138069,FALSE,"http://www.upmedia.mg/news_info.php?SerialNo=31335=fb+","2017-12-18 05:15:15","https://www.facebook.com/286603368359862","上報","UPMEDIA.MG",203509,1868360,"Facebook","286603368359862",TRUE
21319138069,FALSE,"http://www.upmedia.mg/news_info.php?SerialNo=25463?=fb+","2017-12-18 05:15:15","https://www.facebook.com/286603368359862","上報","UPMEDIA.MG",203509,1868360,"Facebook","286603368359862",TRUE
21319138069,FALSE,"http://www.upmedia.mg/news_info.php?SerialNo=31372?=fb+","2017-12-18 05:15:15","https://www.facebook.com/286603368359862","上報","UPMEDIA.MG",203509,1868360,"Facebook","286603368359862",TRUE
